"Var1","Freq"
"E02001757",39
"E02001758",26
"E02001759",38
"E02001760",40
"E02001761",18
"E02001762",35
"E02001763",27
"E02001764",64
"E02001765",46
"E02001766",32
"E02001767",51
"E02001768",36
"E02001769",97
"E02001770",26
"E02001771",44
"E02001772",33
"E02001773",25
"E02001774",47
"E02001775",16
"E02001776",35
"E02001777",22
"E02001778",25
"E02001779",42
"E02001780",25
"E02001781",41
"E02001782",41
"E02001783",30
"E02001784",47
"E02001785",60
"E02001786",25
"E02001787",45
"E02001788",26
"E02001789",33
"E02001790",48
"E02001791",44
"E02001792",49
"E02001793",48
"E02001794",58
"E02001795",64
