"Var1","Freq"
"E02000765",1
"E02000768",1
"E02000785",1
"E02000789",1
"E02000808",2
"E02000810",1
"E02000813",1
"E02000815",1
"E02000850",2
"E02000871",3
"E02000874",2
"E02000875",1
"E02000876",1
"E02000877",1
"E02000878",1
"E02000881",1
"E02000886",1
"E02000887",2
"E02000888",2
"E02000890",1
"E02000891",4
"E02000893",2
"E02000908",1
"E02000911",1
"E02000918",1
"E02000920",1
"E02000936",1
"E02000942",1
"E02000943",2
"E02000951",1
"E02000957",1
"E02000960",1
"E02000966",2
"E02000967",2
"E02000968",1
"E02000970",1
"E02000971",2
"E02000972",4
"E02000973",1
"E02000974",1
"E02000975",2
"E02000976",2
"E02000977",6
"E02000978",1
"E02000979",3
"E02000982",1
"E02000983",1
"E02001019",1
"E02001029",2
"E02001033",1
"E02001038",1
"E02001039",1
"E02001041",1
"E02001042",1
"E02001048",1
"E02001052",3
"E02001053",2
"E02001055",1
"E02001056",1
"E02001057",2
"E02001059",2
"E02001073",1
"E02001077",1
"E02001079",1
"E02001081",1
"E02001082",1
"E02001087",2
"E02001088",2
"E02001089",1
"E02001091",1
"E02001092",2
"E02001093",1
"E02001094",2
"E02001095",1
"E02001096",2
"E02001097",2
"E02001100",1
"E02001111",2
"E02001113",1
"E02001121",2
"E02001124",1
"E02001125",1
"E02001129",1
"E02001141",2
"E02001143",1
"E02001144",2
"E02001145",1
"E02001151",1
"E02001177",3
"E02001182",1
"E02001184",6
"E02001238",1
"E02001239",1
"E02001240",1
"E02001241",3
"E02001242",1
"E02001259",1
"E02001260",2
"E02001262",3
"E02001264",3
"E02001266",1
"E02001269",1
"E02001270",1
"E02001273",2
"E02001276",1
"E02001278",1
"E02001282",2
"E02001591",1
"E02001594",1
"E02001624",1
"E02001626",1
"E02001627",2
"E02001628",4
"E02001631",1
"E02001632",1
"E02001636",4
"E02001637",2
"E02001640",1
"E02001653",3
"E02001658",2
"E02001662",1
"E02001664",1
"E02001670",2
"E02001671",1
"E02001672",1
"E02001673",1
"E02001675",5
"E02001684",2
"E02001693",1
"E02001710",1
"E02001711",3
"E02001712",2
"E02001713",2
"E02001715",1
"E02001720",1
"E02001724",1
"E02001730",1
"E02001731",4
"E02001733",3
"E02001742",1
"E02001743",1
"E02001744",1
"E02001746",1
"E02001747",1
"E02001748",1
"E02001753",1
"E02001755",3
"E02001756",1
"E02001759",1
"E02001764",2
"E02001765",2
"E02001767",1
"E02001769",2
"E02001774",2
"E02001777",1
"E02001779",2
"E02001781",1
"E02001787",1
"E02001790",1
"E02001791",1
"E02001796",2
"E02001801",1
"E02001802",1
"E02001803",3
"E02001804",1
"E02001862",1
"E02001865",1
"E02001873",1
"E02001875",1
"E02002047",1
"E02002055",2
"E02002060",1
"E02002061",3
"E02002062",2
"E02002065",1
"E02002089",2
"E02002168",1
"E02002175",2
"E02002177",1
"E02002181",2
"E02002193",2
"E02002196",1
"E02002205",2
"E02002633",7
"E02002635",6
"E02002638",9
"E02002642",4
"E02002645",7
"E02002649",4
"E02002651",4
"E02002829",1
"E02002869",2
"E02002871",1
"E02002872",1
"E02002876",5
"E02002885",5
"E02002889",4
"E02002898",3
"E02002899",1
"E02002901",1
"E02002902",3
"E02002904",2
"E02003113",1
"E02003119",1
"E02003167",1
"E02003168",1
"E02003169",1
"E02003252",1
"E02003585",1
"E02003586",1
"E02003587",1
"E02003588",1
"E02003679",1
"E02003681",1
"E02003683",1
"E02003754",1
"E02003901",1
"E02003940",2
"E02003941",1
"E02004006",4
"E02004007",5
"E02004008",1
"E02004015",1
"E02004021",2
"E02004035",1
"E02004044",1
"E02004071",2
"E02004072",1
"E02004074",1
"E02004135",2
"E02004138",1
"E02004190",1
"E02004192",3
"E02004217",1
"E02004229",1
"E02004230",2
"E02004267",3
"E02004268",1
"E02004379",1
"E02004393",1
"E02004394",1
"E02004404",3
"E02004532",1
"E02004536",1
"E02004537",1
"E02004540",1
"E02004541",2
"E02004542",1
"E02004543",1
"E02004601",1
"E02004633",1
"E02004634",4
"E02004668",3
"E02004669",1
"E02004699",1
"E02004703",2
"E02004832",1
"E02004959",1
"E02004960",1
"E02004961",1
"E02004966",1
"E02004975",1
"E02005008",3
"E02005048",2
"E02005111",1
"E02005112",4
"E02005113",1
"E02005114",2
"E02005171",1
"E02005281",1
"E02005319",8
"E02005323",6
"E02005326",7
"E02005346",1
"E02005356",1
"E02005360",1
"E02005380",1
"E02005384",1
"E02005507",1
"E02005520",1
"E02005570",1
"E02005571",1
"E02005573",2
"E02005578",1
"E02005583",1
"E02005603",1
"E02005728",3
"E02005745",2
"E02005754",1
"E02005755",1
"E02005787",3
"E02005789",2
"E02005798",1
"E02005831",2
"E02005860",4
"E02005862",2
"E02005863",2
"E02005864",1
"E02005912",3
"E02005919",1
"E02005969",1
"E02006011",1
"E02006014",2
"E02006099",1
"E02006113",1
"E02006115",5
"E02006116",2
"E02006117",1
"E02006209",1
"E02006213",1
"E02006575",2
"E02006607",1
"E02006609",1
"E02006770",1
"E02006771",2
"E02006787",1
"E02006788",2
"E02006791",1
"E02006792",1
"E02006795",1
"E02006796",1
"E02006801",2
"E02006802",1
"E02006841",2
"E02006843",4
"E02006844",2
"E02006854",4
"E02006860",1
"E02006868",5
"E02006869",3
"E02006877",2
"E02006894",1
"E02006899",7
"E02006902",4
"E02006904",4
"E02006905",4
"E02006912",3
"E02006913",1
"E02006916",1
"E02006917",2
"E02006925",1
"E02006928",2
"E02006929",2
"E02006931",1
"W02000014",1
"W02000016",6
"W02000018",1
"W02000019",4
"W02000024",3
"W02000026",8
"W02000027",2
"W02000057",4
"W02000098",2
"W02000099",1
"W02000102",1
"W02000118",1
"W02000421",7
