"AtcoCode","OperatorRef","NationalCoachCode","Name","NameLang","LongName","LongNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"1500IM187W","","900054174G","Coach Station","","Coach Station","","U","555879","223626","2006-11-06T00:00:00","2014-10-20T10:42:17",234,"rev"
"1500IM19","","900053745C","Three Jays","","Three Jays","","U","615328","213811","2006-11-06T00:00:00","2013-08-26T15:40:05",5,"rev"
"1500IM19B","","900053745A","Three Jays","","Three Jays","","U","615317","213887","2006-11-06T00:00:00","2013-08-26T15:40:05",5,"rev"
"1500IM212","","900055024C","High Street","","High Street","","U","559635","193856","2006-11-06T00:00:00","2013-08-26T15:40:05",5,"rev"
"1500IM212B","","900055024A","High Street","","High Street","","U","559655","193883","2006-11-06T00:00:00","2013-08-26T15:40:05",5,"rev"
"1500IM22","","900053735C","Oaklands","","Oaklands","","U","612029","217323","2006-11-06T00:00:00","2013-10-21T12:08:14",7,"rev"
"1500IM22AA","","900053735A","Oaklands","","Oaklands","","U","612038","217325","2006-11-06T00:00:00","2013-10-21T12:08:14",8,"rev"
"1500IM24","","900053014A","Station Road","","Station Road","","U","606640","221928","2006-11-06T00:00:00","2013-08-26T15:40:05",9,"rev"
"1500IM242B","","900053744A","Church","","Church","","U","617728","216367","2006-11-06T00:00:00","2013-08-26T15:40:05",5,"rev"
"1500IM2454","","900053755A","Chester Holiday Park","","Chester Holiday Park","","U","615127","215677","2006-11-06T00:00:00","2013-08-26T15:40:05",7,"rev"
"1500IM2468","","900053094C","Valley Road","","Valley Road","","U","602627","223742","2006-11-06T00:00:00","2013-10-21T12:08:14",9,"rev"
"1500IM24A","","900053014C","Station Road","","Station Road","","U","606649","221926","2009-04-08T16:38:13","2013-08-26T15:40:05",6,"rev"
"1500IM317","","900055034C","Church","","Church","","U","581070","187113","2006-11-06T00:00:00","2013-08-26T15:40:05",8,"rev"
"1500IM343","","900054094","Bus Station","","Bus Station","","U","544669","210076","2006-11-06T00:00:00","2014-10-20T10:42:17",234,"rev"
"1500IM40","","900053754C","The Lions Den","","The Lions Den","","U","621198","219174","2006-11-06T00:00:00","2014-10-20T10:42:17",233,"rev"
"1500IM41","","900053784A","Kirby Cross","","Kirby Cross","","U","621830","220761","2006-11-06T00:00:00","2013-08-26T15:40:05",4,"rev"
"1500IM464","","900055074C","Tarpots Corner","","Tarpots Corner","","U","576957","188485","2006-11-06T00:00:00","2013-10-31T13:56:12",8,"rev"
"1500IM544","","900055104A","The Chequers","","The Chequers","","U","567506","194768","2006-11-06T00:00:00","2013-08-26T15:40:05",6,"rev"
"1500IM633","","900055144C","War Memorial","","War Memorial","","U","569159","198993","2006-11-06T00:00:00","2013-08-26T15:40:05",6,"rev"
"1500IM633B","","900055144A","War Memorial","","War Memorial","","U","569214","199038","2006-11-06T00:00:00","2013-08-26T15:40:05",5,"rev"
"15800338","","900055094C","Westcliff Plough","","Westcliff Plough","","U","586720","186221","2006-10-02T00:00:00","2013-08-26T15:34:09",3,"rev"
"15800339","","900055094A","Westcliff Plough","","Westcliff Plough","","U","586841","186180","2006-10-02T00:00:00","2013-08-26T15:34:09",5,"rev"
"15800355","","900055044A","Leigh Elms","","Leigh Elms","","U","584278","186576","2006-10-02T00:00:00","2013-08-26T15:34:09",5,"rev"
"15800356","","900055044C","Leigh Elms","","Leigh Elms","","U","584287","186563","2006-10-02T00:00:00","2013-08-26T15:34:09",5,"rev"
"15800367","","900055054C","Thames Drive","","Thames Drive","","U","582545","186565","2006-10-02T00:00:00","2013-08-26T15:34:09",5,"rev"
"15800368","","900055054A","Thames Drive","","Thames Drive","","U","582464","186555","2006-10-02T00:00:00","2013-08-26T15:34:09",5,"rev"
"15800912","","900055084A","Travel Centre","","Travel Centre","","U","588372","185460","2006-10-02T00:00:00","2013-11-25T10:29:52",9,"rev"
"1590060114","","900055102","Bus Station","","Bus Station","","U","558573","179299","2004-11-08T00:00:00","2013-11-06T08:33:00",4,"rev"
"1600GL1082","","900017043","Royal Well Bus Station","","Royal Well Bus Station","","U","394725","222349","2014-10-21T14:03:30","2014-07-14T15:18:18",0,"new"
"1600GL1272","","900017353A","Beeches Car Park","","Beeches Car Park","","U","402813","202001","2014-10-21T14:03:39","2014-07-14T15:18:18",0,"new"
"1600GL2150","","900017263","Bus Station","","Bus Station","","U","383499","218577","2014-10-21T14:04:38","2014-07-14T15:18:18",0,"new"
"1600GL3451","","900017203A","Kings Arms","","Kings Arms","","U","371964","226202","2014-10-21T14:03:56","2014-08-05T16:49:55",19,"new"
"1600GL3452","","900017203C","Kings Arms","","Kings Arms","","U","371980","226214","2014-10-21T14:03:56","2014-02-20T15:32:45",14,"new"
"1600GL4566","","900017103","Merrywalks","","Merrywalks","","U","385024","205376","2014-10-21T14:04:15","2014-07-14T15:18:17",0,"new"
"1600GL4673","","900017113C","The Crescent","","The Crescent","","U","389128","232563","2014-10-21T14:04:05","2014-07-14T15:18:18",0,"new"
"1600GL4674","","900017113A","The Crescent","","The Crescent","","U","389124","232549","2014-10-21T14:04:05","2014-07-14T15:18:18",0,"new"
"1600GL5595","","900017023","Garden Road","","Garden Road","","U","396411","219910","2014-10-21T14:04:39","2014-07-24T11:37:45",17,"new"
"1600GL5595","","900017023A","Garden Road","","Garden Road","","U","396411","219910","2014-10-21T14:04:39","2014-07-24T11:37:45",17,"new"
"1600GL5595","","900017023C","Garden Road","","Garden Road","","U","396411","219910","2014-10-21T14:04:39","2014-07-24T11:37:45",17,"new"
"1600GL5749","","900017233A","Elmbridge Road","","Elmbridge Road","","U","385594","219525","2014-10-21T14:04:39","2014-07-14T15:18:19",0,"new"
"1600GL5750","","900017233C","Elmbridge Road","","Elmbridge Road","","U","385446","219418","2014-10-21T14:04:39","2014-07-14T15:18:17",0,"new"
"1600GLN025","","900017015A","Prince of Wales","","Prince of Wales","","U","379157","228985","2014-10-21T14:04:19","2014-03-10T10:58:54",22,"new"
"1600GLN026","","900017015B","Prince of Wales","","Prince of Wales","","U","379158","228993","2014-10-21T14:04:19","2014-07-14T15:18:18",0,"new"
"1600GLS791","","900017105A","Dark Lane","","Dark Lane","","U","389283","202564","2014-10-21T14:04:36","2014-07-14T15:18:18",0,"new"
"1600GLS792","","900017105C","Dark Lane","","Dark Lane","","U","389275","202548","2014-10-21T14:04:36","2014-07-14T15:18:18",0,"new"
"1800BNBS0J1","","900021041","Bolton Bus Station STAND J","","Bolton Bus Station STAND J","","U","371435","409057","2010-03-15T00:00:00","2010-03-15T00:00:00",2,"new"
"1800CSBS001","","900021131","Manchester Central Coach Station","","Manchester Central Coach Station","","U","384344","397954","2008-06-10T00:00:00","2008-06-10T00:00:00",1,"new"
"1800CSBS001","","900021131A","Manchester Central Coach Station","","Manchester Central Coach Station","","U","384344","397954","2008-06-10T00:00:00","2008-06-10T00:00:00",1,"new"
"1800EB32211","","900021100A","Oldham Road/Queens Road","","Oldham Road/Queens Road","","U","386030","399855","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new"
"1800EB32901","","900021100C","Oldham Road/Queens Road","","Oldham Road/Queens Road","","U","386177","399959","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new"
"1800EB48411","","900021460C","Broadway/Leisure Centre","","Broadway/Leisure Centre","","U","389063","402670","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new"
"1800EB48431","","900021460A","Broadway/Leisure Centre","","Broadway/Leisure Centre","","U","389046","402688","2010-04-15T00:00:00","2010-04-15T00:00:00",1,"new"
"1800ED10461","","900021129C","Oldham Road/Broadway","","Oldham Road/Broadway","","U","388624","400931","2010-04-15T00:00:00","2010-04-15T00:00:00",1,"new"
"1800ED19791","","900021461","Broadway/Middleton Road","","Broadway/Middleton Road","","U","390398","405401","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new"
"1800ED19791","","900021461A","Broadway/Middleton Road","","Broadway/Middleton Road","","U","390398","405401","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new"
"1800ED31741","","900021129A","Oldham Road/Broadway","","Oldham Road/Broadway","","U","388720","400999","2007-11-07T00:00:00","2007-11-07T00:00:00",1,"new"
"1800EH48541","","900021101A","Mottram Moor/Gun Inn","","Mottram Moor/Gun Inn","","U","400292","395986","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new"
"1800EH48551","","900021101C","Mottram Moor/Gun Inn","","Mottram Moor/Gun Inn","","U","400292","396008","2010-04-20T00:00:00","2010-04-20T00:00:00",1,"new"
"1800LHBS0A1","","900021005C","Leigh Bus Station STAND A","","Leigh Bus Station STAND A","","U","365730","400016","2008-07-09T00:00:00","2008-07-09T00:00:00",1,"new"
"1800MABS001","","900021251","Manchester Airport The Station","","Manchester Airport The Station","","U","381969","385449","2011-08-09T00:00:00","2011-08-09T00:00:00",3,"new"
"1800NF30261","","900021181C","Regent Road/Ordsall Lane","","Regent Road/Ordsall Lane","","U","382419","397733","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new"
"1800NF30271","","900021181A","Regent Road/Sainsbury's","","Regent Road/Sainsbury's","","U","382304","397790","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new"
"1800NF31211","","900021191A","The Crescent/Salford University","","The Crescent/Salford University","","U","382027","398668","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new"
"1800NF31221","","900021191C","Crescent/Salford University","","Crescent/Salford University","","U","382028","398639","2009-05-14T00:00:00","2009-05-14T00:00:00",3,"new"
"1800OMBS0A1","","900021151","Oldham Central Bus Station STAND A","","Oldham Central Bus Station STAND A","","U","392400","405213","2008-07-09T00:00:00","2008-07-09T00:00:00",1,"new"
"1800REBS0C1","","900021561","Rochdale Interchange STAND C","","Rochdale Interchange STAND C","","U","389862","413360","2013-10-07T00:00:00","2013-10-07T00:00:00",2,"new"
"1800SB33511","","900021132C","Princess Rd/Barlow Moor Rd","","Princess Rd/Barlow Moor Rd","","U","383160","392174","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new"
"1800SB33561","","900021132A","Princess Rd/Barlow Moor Rd","","Princess Rd/Barlow Moor Rd","","U","383240","392178","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new"
"1800STBS0B1","","900021110","Stockport Bus Station STAND B","","Stockport Bus Station STAND B","","U","389286","390211","2008-07-09T00:00:00","2008-07-09T00:00:00",1,"new"
"1800WA04801","","900021045C","Blackburn Rd/Three Pigeons","","Blackburn Rd/Three Pigeons","","U","371471","411753","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new"
"1800WA19471","","900021045A","Blackburn Rd/ASDA","","Blackburn Rd/ASDA","","U","371442","411578","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new"
"1800WK35221","","900021005A","King St/Leigh Bus Station","","King St/Leigh Bus Station","","U","365649","399998","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new"
"1800WNBS0A1","","900010201","Wigan Bus Station STAND A","","Wigan Bus Station STAND A","","U","358116","405800","2008-07-09T00:00:00","2008-07-09T00:00:00",1,"new"
"1900HA020031","","900064106A","Precinct","","Precinct","","U","470520","113085","2014-10-21T14:07:06","2014-07-14T15:18:19",0,"new"
"1900HA020032","","900064106C","Precinct","","Precinct","","U","470570","113125","2014-10-21T14:07:06","2014-07-14T15:18:19",0,"new"
"1900HA020102","","900064276C","Dragon Street","","Dragon Street","","U","474845","123174","2014-10-21T14:05:45","2014-07-14T15:18:18",0,"new"
"1900HA020103","","900064276A","Dragon Street","","Dragon Street","","U","474842","123186","2014-10-21T14:05:45","2014-07-14T15:18:18",0,"new"
"1900HA040240","","900064046","Bus Station","","Bus Station","","U","457847","106146","2014-10-21T14:05:39","2014-07-14T15:18:19",0,"new"
"1900HA070360","","900064157C","The Brow","","The Brow","","U","466887","106707","2014-10-21T14:07:11","2014-07-14T15:18:18",0,"new"
"1900HA070367","","900064196A","Church","","Church","","U","467314","107959","2014-10-21T14:05:53","2014-07-14T15:18:18",0,"new"
"1900HA070368","","900064196C","Church","","Church","","U","467319","107997","2014-10-21T14:05:53","2014-07-14T15:18:18",0,"new"
"1900HA070377","","900064147A","Precinct","","Precinct","","U","468130","109376","2014-10-21T14:06:04","2014-07-14T15:18:18",0,"new"
"1900HA070380","","900064147C","Precinct","","Precinct","","U","468177","109329","2014-10-21T14:06:04","2014-07-14T15:18:18",0,"new"
"1900HA070441","","900064026A","Cowplain Shops","","Cowplain Shops","","U","469122","110978","2014-10-21T14:06:13","2014-07-14T15:18:18",0,"new"
"1900HA070442","","900064026C","Cowplain Shops","","Cowplain Shops","","U","469153","111003","2014-10-21T14:06:13","2014-07-14T15:18:18",0,"new"
"1900HA080527","","900065197A","Lyndhurst Park Hotel","","Lyndhurst Park Hotel","","U","430247","108182","2014-10-21T14:06:39","2014-07-14T15:18:18",0,"new"
"1900HA080528","","900065197C","Lyndhurst Park Hotel","","Lyndhurst Park Hotel","","U","430223","108168","2014-10-21T14:06:39","2014-07-14T15:18:18",0,"new"
"1900HA080541","","900065046A","Brockenhurst College","","Brockenhurst College","","U","430253","102619","2014-10-21T14:06:39","2014-07-14T15:18:18",0,"new"
"1900HA080542","","900065046C","Brockenhurst College","","Brockenhurst College","","U","430264","102587","2014-10-21T14:06:39","2014-07-14T15:18:18",0,"new"
"1900HA080666","","900065086C","Priestlands Place","","Priestlands Place","","U","431887","95335","2014-10-21T14:06:44","2014-07-14T15:18:18",0,"new"
"1900HA080667","","900065086A","Stanford Hill","","Stanford Hill","","U","431805","95301","2014-10-21T14:06:44","2014-07-14T15:18:18",0,"new"
"1900HA080699","","900065057A","Bus Shelter","","Bus Shelter","","U","429299","94015","2014-10-21T14:05:50","2014-07-14T15:18:17",0,"new"
"1900HA080700","","900065057C","Bus Shelter","","Bus Shelter","","U","429267","93990","2014-10-21T14:05:50","2014-07-14T15:18:17",0,"new"
"1900HA080757","","900065097A","Bus Shelter","","Bus Shelter","","U","428938","91829","2014-10-21T14:05:46","2014-07-14T15:18:18",0,"new"
"1900HA080758","","900065097C","Bus Shelter","","Bus Shelter","","U","428927","91811","2014-10-21T14:05:46","2014-07-29T13:38:07",2,"new"
"1900HA080781","","900065007B","Bradbeers","","Bradbeers","","U","424477","94717","2014-10-21T14:05:50","2014-07-14T15:18:18",0,"new"
"1900HA080782","","900065007A","Post Office","","Post Office","","U","424475","94765","2014-10-21T14:05:50","2014-07-14T15:18:18",0,"new"
"1900HA080782","","900065007C","Post Office","","Post Office","","U","424475","94765","2014-10-21T14:05:50","2014-07-14T15:18:18",0,"new"
"1900HA080982","","900065027","Meeting House Lane","","Meeting House Lane","","U","414758","105309","2014-10-21T14:07:09","2014-07-14T15:18:18",0,"new"
"1900HA090119","","900061126A","Kingsmead Bus Termini","","Kingsmead Bus Termini","","U","486964","155329","2014-10-21T14:05:57","2014-07-14T15:18:18",0,"new"
"1900HA090122","","900061126C","Kingsmead Bus Termini","","Kingsmead Bus Termini","","U","486968","155345","2014-10-21T14:05:57","2014-08-03T09:14:43",3,"new"
"1900HA090312","","900061146","Bus Station","","Bus Station","","U","486610","150416","2014-10-21T14:07:12","2014-07-14T15:18:18",0,"new"
"1900HA100153","","900065156C","Canada Corner","","Canada Corner","","U","429211","118883","2014-10-21T14:06:55","2014-07-14T15:18:19",0,"new"
"1900HA100154","","900065156A","Red Rover","","Red Rover","","U","428932","119040","2014-10-21T14:06:55","2014-07-14T15:18:17",0,"new"
"1900HA100507","","900062216","Bus Station","","Bus Station","","U","436268","145595","2014-10-21T14:06:48","2014-09-17T15:29:07",10,"new"
"1900HAA09592","","900064157A","The Brow","","The Brow","","U","466887","106679","2014-10-21T14:07:11","2014-07-14T15:18:18",0,"new"
"1900HAA91012","","900065576","Broadway Guildhall","","Broadway Guildhall","","U","448462","129339","2014-10-21T14:07:02","2014-07-14T15:18:18",0,"new"
"1900HAA91299","","900062036","Coach Stop","","Coach Stop","","U","463827","152336","2014-10-21T14:07:16","2014-07-14T15:18:18",0,"new"
"1980HA120546","","900065146Z","Terminal 1","","Terminal 1","","U","441944","110914","2014-10-21T14:07:50","2014-04-08T13:03:40",14,"new"
"1980HA12549A","","900065136","Coach Station","","Coach Station","","U","441626","111999","2014-10-21T14:07:50","2014-07-14T15:18:17",0,"new"
"1980HA12549A","","900065136A","Coach Station","","Coach Station","","U","441626","111999","2014-10-21T14:07:50","2014-07-14T15:18:17",0,"new"
"1980HAA13580","","900065146Y","Terminal 1","","Terminal 1","","U","441962","110906","2014-10-21T14:07:50","2014-04-08T13:03:17",14,"new"
"1980SNA13768","","900065146M","Telephone House","","Telephone House","","U","441997","111036","2014-10-21T14:07:47","2014-07-14T15:18:17",0,"new"
"1980SNA13769","","900065146N","Telephone House","","Telephone House","","U","442006","111056","2014-10-21T14:07:47","2014-07-14T15:18:18",0,"new"
"1980SNA19777","","900065167","Southampton Uni Interchange","","Southampton Uni Interchange","","U","442481","115384","2014-10-21T14:07:47","2014-07-14T15:18:17",0,"new"
"1980SNA19777","","900065167A","Southampton Uni Interchange","","Southampton Uni Interchange","","U","442481","115384","2014-10-21T14:07:47","2014-07-14T15:18:17",0,"new"
"1980SNA19777","","900065167C","Southampton Uni Interchange","","Southampton Uni Interchange","","U","442481","115384","2014-10-21T14:07:47","2014-07-14T15:18:17",0,"new"
"1990HA130408","","900064107","Portsmouth International Port","","Portsmouth International Port","","U","464259","101771","2014-10-21T14:08:20","2014-07-14T15:18:18",0,"new"
"1990PH130109","","900064115C","Health Centre","","Health Centre","","U","465613","105392","2014-10-21T14:08:19","2014-07-14T15:18:18",0,"new"
"1990PH130111","","900064115A","Health Centre","","Health Centre","","U","465635","105413","2014-10-21T14:08:19","2014-07-14T15:18:18",0,"new"
"1990PH130218","","900064187A","Hilsea Lido","","Hilsea Lido","","U","465431","104383","2014-10-21T14:08:17","2014-07-14T15:18:18",0,"new"
"1990PH130222","","900064187C","Hilsea Lido","","Hilsea Lido","","U","465477","104345","2014-10-21T14:08:17","2014-07-14T15:18:17",0,"new"
"1990PH130433","","900098013N","City Centre South","","City Centre South","","U","464151","100380","2014-10-21T14:08:18","2014-08-03T10:43:05",3,"new"
"1990PH130436","","900098013M","City Centre South","","City Centre South","","U","464111","100447","2014-10-21T14:08:18","2014-08-03T10:42:09",3,"new"
"1990PH130461","","900064186","The Hard Interchange","","The Hard Interchange","","U","463037","100170","2014-10-21T14:08:18","2014-07-14T15:18:19",0,"new"
"1990PH130562","","900064117","Clarence Pier","","Clarence Pier","","U","463528","98858","2014-10-21T14:08:19","2014-09-15T15:30:02",6,"new"
"2000G000101","","900018133","Crowngate Bus Station","","Crowngate Bus Station","","U","384680","254998","2009-04-06T00:00:00","2011-07-29T15:12:35",2,"rev"
"2000G000800","","900018150","Sixways Park and Ride site","","Sixways Park and Ride site","","U","388887","257552","2003-01-13T00:00:00","2009-10-06T00:00:00",3,"rev"
"2000G001603","","900091053","Raven Hotel","","Raven Hotel","","U","389910","263190","2003-01-13T00:00:00","2009-03-27T00:00:00",2,"rev"
"2000G009400","","900018253C","Belle Vue Terrace","","Belle Vue Terrace","","U","377511","245902","2003-01-13T00:00:00","2011-02-04T00:00:00",2,"rev"
"2000G009407","","900018253A","Rosebank Gardens","","Rosebank Gardens","","U","377474","245808","2003-01-13T00:00:00","2009-05-20T00:00:00",2,"rev"
"2000G009802","","900018283A","Co-Op","","Co-Op","","U","378590","247801","2003-01-13T00:00:00","2009-06-15T00:00:00",3,"rev"
"2000G009803","","900018283C","Lower Howsell Road","","Lower Howsell Road","","U","378764","247937","2003-01-13T00:00:00","2009-03-26T00:00:00",2,"rev"
"2000G089506","","900018043A","Bus Station","","Bus Station","","U","403548","243706","2009-11-17T00:00:00","2010-10-29T00:00:00",3,"rev"
"2090A041601","","900016013","Country Bus Station","","Country Bus Station","","U","351462","240243","2005-04-07T00:00:00","2012-01-27T10:46:00",1,"rev"
"2090A044400","","900016023C","Memorial","","Memorial","","U","371085","237685","2005-04-07T00:00:00","2005-04-07T00:00:00",0,"new"
"2090A044401","","900016023A","Market House","","Market House","","U","371099","237702","2005-04-07T00:00:00","2005-04-07T00:00:00",0,"new"
"2090A18482","","900016133","Cantilupe Road","","Cantilupe Road","","U","360156","224112","2005-04-07T00:00:00","2005-04-07T00:00:00",0,"new"
"2090A18597","","900016043","Telephone Exchange","","Telephone Exchange","","U","339762","227630","2005-04-07T00:00:00","2007-02-13T09:07:00",1,"rev"
"210021109740","","900051094C","St Mary's Square","","St Mary's Square","","U","518625","229106","2004-06-17T11:22:08","2009-06-15T09:18:54",0,"rev"
"210021109880","","900051094A","St Mary's Square","","St Mary's Square","","U","518655","229124","2004-06-17T11:22:08","2013-01-28T10:22:26",0,"rev"
"210021110290","","900052294B","Tesco","","Tesco","","U","535124","242005","2004-06-17T11:22:08","2009-12-16T10:01:00",0,"rev"
"210021110915","","900051096","Hitchin Railway Station","","Hitchin Railway Station","","U","519422","229739","2004-06-17T11:22:08","2013-08-08T11:38:30",0,"rev"
"210021110915","","900051096C","Hitchin Railway Station","","Hitchin Railway Station","","U","519422","229739","2004-06-17T11:22:08","2013-08-08T11:38:30",0,"rev"
"210021112740","","900051005E","Jackman's Place","","Jackman's Place","","U","523056","232470","2004-06-17T11:22:08","2013-11-04T11:25:44",0,"rev"
"210021113780","","900051014E","The Gardens","","The Gardens","","U","524307","233798","2004-06-17T11:22:08","2012-10-10T11:27:46",0,"rev"
"210021115280","","900051014F","The Gardens","","The Gardens","","U","524297","233778","2004-06-17T11:22:08","2012-10-10T11:27:03",0,"rev"
"210021115900","","900051005D","Jackman's Place","","Jackman's Place","","U","522925","232378","2004-06-17T11:22:08","2013-06-21T08:47:37",0,"rev"
"210021200925","","900051055A","Bus Station","","Bus Station","","U","523727","224094","2004-06-17T11:22:08","2008-06-20T16:05:26",0,"rev"
"210021302680","","900051350A","South Road","","South Road","","U","539094","222537","2004-06-17T11:22:08","2013-05-03T14:56:35",0,"rev"
"210021307400","","900051034A","Interchange","","Interchange","","U","549060","220998","2004-06-17T11:22:08","2014-10-17T15:35:35",0,"rev"
"210021310300","","900051350C","South Road","","South Road","","U","539048","222513","2004-06-17T11:22:08","2013-05-03T14:56:56",0,"rev"
"210021406840","","900056106","Bus Station","","Bus Station","","U","505445","207090","2004-06-17T11:22:08","2009-03-18T16:08:59",0,"rev"
"210021504520","","900056086","The Peahen PH","","The Peahen PH","","U","514782","207080","2004-06-17T11:22:08","2011-11-08T15:47:19",0,"rev"
"210021600825","","900054019","Bus Station","","Bus Station","","U","523928","213057","2004-06-17T11:22:08","2011-05-09T11:35:55",0,"rev"
"210021602600","","900051164Z","Gracemead House","","Gracemead House","","U","522408","208514","2004-06-17T11:22:08","2014-09-04T12:38:25",0,"rev"
"210021901720","","900056166","Watford Junction Railway Station","","Watford Junction Railway Station","","U","511018","197263","2004-06-17T11:22:08","2013-07-10T16:40:37",0,"rev"
"2200YEA00029","","900075032","Driffield Middle Street South","","Driffield Middle Street South","","U","502649","457344","2000-01-01T00:00:00","2010-02-01T00:00:00",0,"new"
"2200YEA00092","","900080012","Goole Airmyn Road","","Goole Airmyn Road","","U","473612","424169","2000-01-01T00:00:00","2010-02-01T00:00:00",0,"new"
"2200YEA00378","","900082022C","Hessle Boothferry Road","","Hessle Boothferry Road","","U","503371","427358","2000-01-01T00:00:00","2010-02-01T00:00:00",0,"new"
"2200YEA00528","","900075042A","Stamford Bridge The Square","","Stamford Bridge The Square","","U","471249","455558","2000-01-01T00:00:00","2010-02-01T00:00:00",0,"new"
"2200YEA00529","","900075042C","The Square","","The Square","","U","471276","455582","2000-01-01T00:00:00","2010-02-01T00:00:00",0,"new"
"2200YEA00927","","900082022A","Hessle Boothferry Road","","Hessle Boothferry Road","","U","503195","427281","2000-01-01T00:00:00","2002-08-20T00:00:00",0,"new"
"2200YEA01053","","900075062C","Fridaythorpe A166","","Fridaythorpe A166","","U","487484","459031","2000-01-01T00:00:00","2010-02-01T00:00:00",0,"new"
"2200YEA01054","","900075062A","Fridaythorpe A166","","Fridaythorpe A166","","U","487488","459014","2000-01-01T00:00:00","2010-02-01T00:00:00",0,"new"
"2200YEA01070","","900024012A","A15 Humber Bridge","","A15 Humber Bridge","","U","502136","426231","2000-01-01T00:00:00","2009-01-23T00:00:00",0,"new"
"2200YEA01071","","900024012C","A15 Humber Bridge Rd","","A15 Humber Bridge Rd","","U","502100","426230","2000-01-01T00:00:00","2008-10-06T00:00:00",0,"new"
"2200YEZ01250","","900075312","Beverley Bus Station","","Beverley Bus Station","","U","503279","439785","2000-01-01T00:00:00","2009-05-27T00:00:00",0,"new"
"2200YEZ01251","","900075022","Bridlington Bus Station","","Bridlington Bus Station","","U","518532","466849","2000-01-01T00:00:00","2009-05-27T00:00:00",0,"new"
"227000010053","","900024013","Hillside Drive","","Hillside Drive","","U","502349","421775","2005-09-20T00:00:00","2013-07-08T15:17:22",4,"rev"
"227000010271","","900098055","Airport Terminal","","Airport Terminal","","U","509334","410917","2005-08-10T00:00:00","2011-06-03T11:29:03",6,"rev"
"227000010728","","900024022","Bus Station","","Bus Station","","U","489841","411325","2005-08-17T00:00:00","2009-01-06T11:52:17",4,"rev"
"228000011259","","900030424A","High Street","","High Street","","U","530489","408920","2004-08-02T00:00:00","2009-02-26T16:18:00",5,"rev"
"228000011260","","900030424C","High Street","","High Street","","U","530499","408907","2004-08-02T00:00:00","2009-02-26T16:18:00",7,"rev"
"228000015116","","900030464A","Pretymen Crescent","","Pretymen Crescent","","U","528294","404684","2004-07-22T00:00:00","2009-03-16T16:20:00",2,"rev"
"228000015117","","900030464C","Pretymen Crescent","","Pretymen Crescent","","U","528324","404705","2004-07-22T00:00:00","2009-03-16T16:22:00",2,"rev"
"2280065070","","900030434","Town Hall Street","","Town Hall Street","","U","527091","409399","2013-08-29T12:46:00","2013-08-29T13:00:00",2,"rev"
"2290YHA01585","","900082032","Hull Interchange","","Hull Interchange","","U","509032","428811","2000-01-01T00:00:00","2009-11-23T00:00:00",0,"new"
"2400100352","","900058327A","Racing Greyhound","","Racing Greyhound","","U","638790","166295","2008-03-10T15:26:00","2014-01-28T11:02:00",2,"rev"
"2400103204","","900058706C","King Street","","King Street","","U","576360","155764","2010-09-01T11:37:00","2011-02-17T15:21:00",3,"rev"
"240096935","","900058177A","Thompsons Bell","","Thompsons Bell","","U","636808","150009","2006-05-12T00:00:00","2014-06-30T12:12:00",3,"rev"
"240097591","","900058117","Old Park Barracks","","Old Park Barracks","","U","630241","144481","2006-11-03T00:00:00","2014-01-30T16:28:00",2,"rev"
"2400A000610A","","900058706A","King Street","","King Street","","U","576306","155759","2006-06-13T00:00:00","2014-07-04T15:55:00",4,"rev"
"2400A008000A","","900058866C","Victoria Hall","","Victoria Hall","","U","558143","142140","2006-06-13T00:00:00","2014-01-27T10:07:00",2,"rev"
"2400A008190A","","900058866A","Victoria Hall","","Victoria Hall","","U","558131","142109","2006-06-13T00:00:00","2014-01-27T10:06:00",2,"rev"
"2400A013940A","","900058586A","War Memorial","","War Memorial","","U","558462","139527","2005-11-18T00:00:00","2014-01-27T10:23:00",4,"rev"
"2400A025160A","","900058050A","Tesco Crooksfoot","","Tesco Crooksfoot","","U","604079","141517","2006-06-13T00:00:00","2014-07-03T16:30:00",4,"rev"
"2400A025170A","","900058050C","Tesco Crooksfoot","","Tesco Crooksfoot","","U","604098","141518","2006-06-13T00:00:00","2014-07-03T16:30:00",4,"rev"
"2400A025890A","","900058016","Park Street","","Park Street","","U","601188","142875","2005-11-23T00:00:00","2014-07-07T10:29:00",4,"rev"
"2400A026970A","","900058828C","Swan Lane","","Swan Lane","","U","610470","138066","2006-06-13T00:00:00","2007-09-12T13:15:00",1,"rev"
"2400A026980A","","900058828A","Swan Lane","","Swan Lane","","U","610538","137992","2006-06-13T00:00:00","2007-09-12T13:16:00",1,"rev"
